id,paintjobFamilies,weaponIds,spriteMap
diableavionics_battleworn_versant_harvestC_RIGHT,battleworn,diableavionics_versant_harvestC_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/battleworn/ships/versant/diableavionics_versant_gunRight.png
diableavionics_dra_versant_harvestC_RIGHT,DRA,diableavionics_versant_harvestC_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/DRA/ships/versant/diableavionics_versant_gunRight.png
diableavionics_twilightsworn_versant_harvestC_RIGHT,twilightsworn,diableavionics_versant_harvestC_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/twilightsworn/ships/versant/diableavionics_versant_gunRight.png
diableavionics_lilium_versant_harvestC_RIGHT,lilium,diableavionics_versant_harvestC_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/lilium/ships/versant/diableavionics_versant_gunRight.png
diableavionics_navy_versant_harvestC_RIGHT,navy,diableavionics_versant_harvestC_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/navy/ships/versant/diableavionics_versant_gunRight.png
diableavionics_ornate_versant_harvestC_RIGHT,ornate,diableavionics_versant_harvestC_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/ornate/ships/versant/diableavionics_versant_gunRight.png
diableavionics_rosenritter_versant_harvestC_RIGHT,rosenritter,diableavionics_versant_harvestC_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/rosenritter/ships/versant/diableavionics_versant_gunRight.png
diableavionics_royalblue_versant_harvestC_RIGHT,royalblue,diableavionics_versant_harvestC_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/royalblue/ships/versant/diableavionics_versant_gunRight.png
diableavionics_snowblast_versant_harvestC_RIGHT,snowblast,diableavionics_versant_harvestC_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/snowblast/ships/versant/diableavionics_versant_gunRight.png
diableavionics_stripeless_versant_harvestC_RIGHT,stripeless,diableavionics_versant_harvestC_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/stripeless/ships/versant/diableavionics_versant_gunRight.png
diableavionics_sunrise_versant_harvestC_RIGHT,sunrise,diableavionics_versant_harvestC_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/sunrise/ships/versant/diableavionics_versant_gunRight.png
diableavionics_battlehardened_versant_harvest_LEFT,battlehardened,diableavionics_versant_harvest_LEFT,graphics/da/ships/versant/diableavionics_versant_gunLeft.png -> graphics/battlehardened/ships/versant/diableavionics_versant_gunLeft.png
diableavionics_battleworn_versant_harvest_LEFT,battleworn,diableavionics_versant_harvest_LEFT,graphics/da/ships/versant/diableavionics_versant_gunLeft.png -> graphics/battleworn/ships/versant/diableavionics_versant_gunLeft.png
diableavionics_dra_versant_harvest_LEFT,DRA,diableavionics_versant_harvest_LEFT,graphics/da/ships/versant/diableavionics_versant_gunLeft.png -> graphics/DRA/ships/versant/diableavionics_versant_gunLeft.png
diableavionics_twilightsworn_versant_harvest_LEFT,twilightsworn,diableavionics_versant_harvest_LEFT,graphics/da/ships/versant/diableavionics_versant_gunLeft.png -> graphics/twilightsworn/ships/versant/diableavionics_versant_gunLeft.png
diableavionics_lilium_versant_harvest_LEFT,lilium,diableavionics_versant_harvest_LEFT,graphics/da/ships/versant/diableavionics_versant_gunLeft.png -> graphics/lilium/ships/versant/diableavionics_versant_gunLeft.png
diableavionics_navy_versant_harvest_LEFT,navy,diableavionics_versant_harvest_LEFT,graphics/da/ships/versant/diableavionics_versant_gunLeft.png -> graphics/navy/ships/versant/diableavionics_versant_gunLeft.png
diableavionics_ornate_versant_harvest_LEFT,ornate,diableavionics_versant_harvest_LEFT,graphics/da/ships/versant/diableavionics_versant_gunLeft.png -> graphics/ornate/ships/versant/diableavionics_versant_gunLeft.png
diableavionics_rosenritter_versant_harvest_LEFT,rosenritter,diableavionics_versant_harvest_LEFT,graphics/da/ships/versant/diableavionics_versant_gunLeft.png -> graphics/rosenritter/ships/versant/diableavionics_versant_gunLeft.png
diableavionics_royalblue_versant_harvest_LEFT,royalblue,diableavionics_versant_harvest_LEFT,graphics/da/ships/versant/diableavionics_versant_gunLeft.png -> graphics/royalblue/ships/versant/diableavionics_versant_gunLeft.png
diableavionics_snowblast_versant_harvest_LEFT,snowblast,diableavionics_versant_harvest_LEFT,graphics/da/ships/versant/diableavionics_versant_gunLeft.png -> graphics/snowblast/ships/versant/diableavionics_versant_gunLeft.png
diableavionics_stripeless_versant_harvest_LEFT,stripeless,diableavionics_versant_harvest_LEFT,graphics/da/ships/versant/diableavionics_versant_gunLeft.png -> graphics/stripeless/ships/versant/diableavionics_versant_gunLeft.png
diableavionics_sunrise_versant_harvest_LEFT,sunrise,diableavionics_versant_harvest_LEFT,graphics/da/ships/versant/diableavionics_versant_gunLeft.png -> graphics/sunrise/ships/versant/diableavionics_versant_gunLeft.png
diableavionics_battlehardened_versant_harvest_RIGHT,battlehardened,diableavionics_versant_harvest_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/battlehardened/ships/versant/diableavionics_versant_gunRight.png
diableavionics_battleworn_versant_harvest_RIGHT,battleworn,diableavionics_versant_harvest_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/battleworn/ships/versant/diableavionics_versant_gunRight.png
diableavionics_dra_versant_harvest_RIGHT,DRA,diableavionics_versant_harvest_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/DRA/ships/versant/diableavionics_versant_gunRight.png
diableavionics_twilightsworn_versant_harvest_RIGHT,twilightsworn,diableavionics_versant_harvest_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/twilightsworn/ships/versant/diableavionics_versant_gunRight.png
diableavionics_lilium_versant_harvest_RIGHT,lilium,diableavionics_versant_harvest_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/lilium/ships/versant/diableavionics_versant_gunRight.png
diableavionics_navy_versant_harvest_RIGHT,navy,diableavionics_versant_harvest_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/navy/ships/versant/diableavionics_versant_gunRight.png
diableavionics_ornate_versant_harvest_RIGHT,ornate,diableavionics_versant_harvest_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/ornate/ships/versant/diableavionics_versant_gunRight.png
diableavionics_rosenritter_versant_harvest_RIGHT,rosenritter,diableavionics_versant_harvest_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/rosenritter/ships/versant/diableavionics_versant_gunRight.png
diableavionics_royalblue_versant_harvest_RIGHT,royalblue,diableavionics_versant_harvest_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/royalblue/ships/versant/diableavionics_versant_gunRight.png
diableavionics_snowblast_versant_harvest_RIGHT,snowblast,diableavionics_versant_harvest_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/snowblast/ships/versant/diableavionics_versant_gunRight.png
diableavionics_stripeless_versant_harvest_RIGHT,stripeless,diableavionics_versant_harvest_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/stripeless/ships/versant/diableavionics_versant_gunRight.png
diableavionics_sunrise_versant_harvest_RIGHT,sunrise,diableavionics_versant_harvest_RIGHT,graphics/da/ships/versant/diableavionics_versant_gunRight.png -> graphics/sunrise/ships/versant/diableavionics_versant_gunRight.png
diableavionics_battlehardened_versant_panel_LEFT,battlehardened,diableavionics_versant_panel_LEFT,graphics/da/ships/versant/diableavionics_versant_panelLeft.png -> graphics/battlehardened/ships/versant/diableavionics_versant_panelLeft.png
diableavionics_battleworn_versant_panel_LEFT,battleworn,diableavionics_versant_panel_LEFT,graphics/da/ships/versant/diableavionics_versant_panelLeft.png -> graphics/battleworn/ships/versant/diableavionics_versant_panelLeft.png
diableavionics_dra_versant_panel_LEFT,DRA,diableavionics_versant_panel_LEFT,graphics/da/ships/versant/diableavionics_versant_panelLeft.png -> graphics/DRA/ships/versant/diableavionics_versant_panelLeft.png
diableavionics_twilightsworn_versant_panel_LEFT,twilightsworn,diableavionics_versant_panel_LEFT,graphics/da/ships/versant/diableavionics_versant_panelLeft.png -> graphics/twilightsworn/ships/versant/diableavionics_versant_panelLeft.png
diableavionics_lilium_versant_panel_LEFT,lilium,diableavionics_versant_panel_LEFT,graphics/da/ships/versant/diableavionics_versant_panelLeft.png -> graphics/lilium/ships/versant/diableavionics_versant_panelLeft.png
diableavionics_navy_versant_panel_LEFT,navy,diableavionics_versant_panel_LEFT,graphics/da/ships/versant/diableavionics_versant_panelLeft.png -> graphics/navy/ships/versant/diableavionics_versant_panelLeft.png
diableavionics_ornate_versant_panel_LEFT,ornate,diableavionics_versant_panel_LEFT,graphics/da/ships/versant/diableavionics_versant_panelLeft.png -> graphics/ornate/ships/versant/diableavionics_versant_panelLeft.png
diableavionics_rosenritter_versant_panel_LEFT,rosenritter,diableavionics_versant_panel_LEFT,graphics/da/ships/versant/diableavionics_versant_panelLeft.png -> graphics/rosenritter/ships/versant/diableavionics_versant_panelLeft.png
diableavionics_royalblue_versant_panel_LEFT,royalblue,diableavionics_versant_panel_LEFT,graphics/da/ships/versant/diableavionics_versant_panelLeft.png -> graphics/royalblue/ships/versant/diableavionics_versant_panelLeft.png
diableavionics_snowblast_versant_panel_LEFT,snowblast,diableavionics_versant_panel_LEFT,graphics/da/ships/versant/diableavionics_versant_panelLeft.png -> graphics/snowblast/ships/versant/diableavionics_versant_panelLeft.png
diableavionics_stripeless_versant_panel_LEFT,stripeless,diableavionics_versant_panel_LEFT,graphics/da/ships/versant/diableavionics_versant_panelLeft.png -> graphics/stripeless/ships/versant/diableavionics_versant_panelLeft.png
diableavionics_sunrise_versant_panel_LEFT,sunrise,diableavionics_versant_panel_LEFT,graphics/da/ships/versant/diableavionics_versant_panelLeft.png -> graphics/sunrise/ships/versant/diableavionics_versant_panelLeft.png
diableavionics_battlehardened_versant_panel_RIGHT,battlehardened,diableavionics_versant_panel_RIGHT,graphics/da/ships/versant/diableavionics_versant_panelRight.png -> graphics/battlehardened/ships/versant/diableavionics_versant_panelRight.png
diableavionics_battleworn_versant_panel_RIGHT,battleworn,diableavionics_versant_panel_RIGHT,graphics/da/ships/versant/diableavionics_versant_panelRight.png -> graphics/battleworn/ships/versant/diableavionics_versant_panelRight.png
diableavionics_dra_versant_panel_RIGHT,DRA,diableavionics_versant_panel_RIGHT,graphics/da/ships/versant/diableavionics_versant_panelRight.png -> graphics/DRA/ships/versant/diableavionics_versant_panelRight.png
diableavionics_twilightsworn_versant_panel_RIGHT,twilightsworn,diableavionics_versant_panel_RIGHT,graphics/da/ships/versant/diableavionics_versant_panelRight.png -> graphics/twilightsworn/ships/versant/diableavionics_versant_panelRight.png
diableavionics_lilium_versant_panel_RIGHT,lilium,diableavionics_versant_panel_RIGHT,graphics/da/ships/versant/diableavionics_versant_panelRight.png -> graphics/lilium/ships/versant/diableavionics_versant_panelRight.png
diableavionics_navy_versant_panel_RIGHT,navy,diableavionics_versant_panel_RIGHT,graphics/da/ships/versant/diableavionics_versant_panelRight.png -> graphics/navy/ships/versant/diableavionics_versant_panelRight.png
diableavionics_ornate_versant_panel_RIGHT,ornate,diableavionics_versant_panel_RIGHT,graphics/da/ships/versant/diableavionics_versant_panelRight.png -> graphics/ornate/ships/versant/diableavionics_versant_panelRight.png
diableavionics_rosenritter_versant_panel_RIGHT,rosenritter,diableavionics_versant_panel_RIGHT,graphics/da/ships/versant/diableavionics_versant_panelRight.png -> graphics/rosenritter/ships/versant/diableavionics_versant_panelRight.png
diableavionics_royalblue_versant_panel_RIGHT,royalblue,diableavionics_versant_panel_RIGHT,graphics/da/ships/versant/diableavionics_versant_panelRight.png -> graphics/royalblue/ships/versant/diableavionics_versant_panelRight.png
diableavionics_snowblast_versant_panel_RIGHT,snowblast,diableavionics_versant_panel_RIGHT,graphics/da/ships/versant/diableavionics_versant_panelRight.png -> graphics/snowblast/ships/versant/diableavionics_versant_panelRight.png
diableavionics_stripeless_versant_panel_RIGHT,stripeless,diableavionics_versant_panel_RIGHT,graphics/da/ships/versant/diableavionics_versant_panelRight.png -> graphics/stripeless/ships/versant/diableavionics_versant_panelRight.png
diableavionics_sunrise_versant_panel_RIGHT,sunrise,diableavionics_versant_panel_RIGHT,graphics/da/ships/versant/diableavionics_versant_panelRight.png -> graphics/sunrise/ships/versant/diableavionics_versant_panelRight.png
diableavionics_battlehardened_versant_prong_LEFT,battlehardened,diableavionics_versant_prong_LEFT,graphics/da/ships/versant/diableavionics_versant_prongLeft.png -> graphics/battlehardened/ships/versant/diableavionics_versant_prongLeft.png
diableavionics_battleworn_versant_prong_LEFT,battleworn,diableavionics_versant_prong_LEFT,graphics/da/ships/versant/diableavionics_versant_prongLeft.png -> graphics/battleworn/ships/versant/diableavionics_versant_prongLeft.png
diableavionics_dra_versant_prong_LEFT,DRA,diableavionics_versant_prong_LEFT,graphics/da/ships/versant/diableavionics_versant_prongLeft.png -> graphics/DRA/ships/versant/diableavionics_versant_prongLeft.png
diableavionics_twilightsworn_versant_prong_LEFT,twilightsworn,diableavionics_versant_prong_LEFT,graphics/da/ships/versant/diableavionics_versant_prongLeft.png -> graphics/twilightsworn/ships/versant/diableavionics_versant_prongLeft.png
diableavionics_lilium_versant_prong_LEFT,lilium,diableavionics_versant_prong_LEFT,graphics/da/ships/versant/diableavionics_versant_prongLeft.png -> graphics/lilium/ships/versant/diableavionics_versant_prongLeft.png
diableavionics_navy_versant_prong_LEFT,navy,diableavionics_versant_prong_LEFT,graphics/da/ships/versant/diableavionics_versant_prongLeft.png -> graphics/navy/ships/versant/diableavionics_versant_prongLeft.png
diableavionics_ornate_versant_prong_LEFT,ornate,diableavionics_versant_prong_LEFT,graphics/da/ships/versant/diableavionics_versant_prongLeft.png -> graphics/ornate/ships/versant/diableavionics_versant_prongLeft.png
diableavionics_rosenritter_versant_prong_LEFT,rosenritter,diableavionics_versant_prong_LEFT,graphics/da/ships/versant/diableavionics_versant_prongLeft.png -> graphics/rosenritter/ships/versant/diableavionics_versant_prongLeft.png
diableavionics_royalblue_versant_prong_LEFT,royalblue,diableavionics_versant_prong_LEFT,graphics/da/ships/versant/diableavionics_versant_prongLeft.png -> graphics/royalblue/ships/versant/diableavionics_versant_prongLeft.png
diableavionics_snowblast_versant_prong_LEFT,snowblast,diableavionics_versant_prong_LEFT,graphics/da/ships/versant/diableavionics_versant_prongLeft.png -> graphics/snowblast/ships/versant/diableavionics_versant_prongLeft.png
diableavionics_stripeless_versant_prong_LEFT,stripeless,diableavionics_versant_prong_LEFT,graphics/da/ships/versant/diableavionics_versant_prongLeft.png -> graphics/stripeless/ships/versant/diableavionics_versant_prongLeft.png
diableavionics_sunrise_versant_prong_LEFT,sunrise,diableavionics_versant_prong_LEFT,graphics/da/ships/versant/diableavionics_versant_prongLeft.png -> graphics/sunrise/ships/versant/diableavionics_versant_prongLeft.png
diableavionics_battlehardened_versant_prong_RIGHT,battlehardened,diableavionics_versant_prong_RIGHT,graphics/da/ships/versant/diableavionics_versant_prongRight.png -> graphics/battlehardened/ships/versant/diableavionics_versant_prongRight.png
diableavionics_battleworn_versant_prong_RIGHT,battleworn,diableavionics_versant_prong_RIGHT,graphics/da/ships/versant/diableavionics_versant_prongRight.png -> graphics/battleworn/ships/versant/diableavionics_versant_prongRight.png
diableavionics_dra_versant_prong_RIGHT,DRA,diableavionics_versant_prong_RIGHT,graphics/da/ships/versant/diableavionics_versant_prongRight.png -> graphics/DRA/ships/versant/diableavionics_versant_prongRight.png
diableavionics_twilightsworn_versant_prong_RIGHT,twilightsworn,diableavionics_versant_prong_RIGHT,graphics/da/ships/versant/diableavionics_versant_prongRight.png -> graphics/twilightsworn/ships/versant/diableavionics_versant_prongRight.png
diableavionics_lilium_versant_prong_RIGHT,lilium,diableavionics_versant_prong_RIGHT,graphics/da/ships/versant/diableavionics_versant_prongRight.png -> graphics/lilium/ships/versant/diableavionics_versant_prongRight.png
diableavionics_navy_versant_prong_RIGHT,navy,diableavionics_versant_prong_RIGHT,graphics/da/ships/versant/diableavionics_versant_prongRight.png -> graphics/navy/ships/versant/diableavionics_versant_prongRight.png
diableavionics_ornate_versant_prong_RIGHT,ornate,diableavionics_versant_prong_RIGHT,graphics/da/ships/versant/diableavionics_versant_prongRight.png -> graphics/ornate/ships/versant/diableavionics_versant_prongRight.png
diableavionics_rosenritter_versant_prong_RIGHT,rosenritter,diableavionics_versant_prong_RIGHT,graphics/da/ships/versant/diableavionics_versant_prongRight.png -> graphics/rosenritter/ships/versant/diableavionics_versant_prongRight.png
diableavionics_royalblue_versant_prong_RIGHT,royalblue,diableavionics_versant_prong_RIGHT,graphics/da/ships/versant/diableavionics_versant_prongRight.png -> graphics/royalblue/ships/versant/diableavionics_versant_prongRight.png
diableavionics_snowblast_versant_prong_RIGHT,snowblast,diableavionics_versant_prong_RIGHT,graphics/da/ships/versant/diableavionics_versant_prongRight.png -> graphics/snowblast/ships/versant/diableavionics_versant_prongRight.png
diableavionics_stripeless_versant_prong_RIGHT,stripeless,diableavionics_versant_prong_RIGHT,graphics/da/ships/versant/diableavionics_versant_prongRight.png -> graphics/stripeless/ships/versant/diableavionics_versant_prongRight.png
diableavionics_sunrise_versant_prong_RIGHT,sunrise,diableavionics_versant_prong_RIGHT,graphics/da/ships/versant/diableavionics_versant_prongRight.png -> graphics/sunrise/ships/versant/diableavionics_versant_prongRight.png
diableavionics_battlehardened_versant_shield_LEFT,battlehardened,diableavionics_versant_shield_LEFT,graphics/da/ships/versant/diableavionics_versant_shieldLeft.png -> graphics/battlehardened/ships/versant/diableavionics_versant_shieldLeft.png
diableavionics_battleworn_versant_shield_LEFT,battleworn,diableavionics_versant_shield_LEFT,graphics/da/ships/versant/diableavionics_versant_shieldLeft.png -> graphics/battleworn/ships/versant/diableavionics_versant_shieldLeft.png
diableavionics_dra_versant_shield_LEFT,DRA,diableavionics_versant_shield_LEFT,graphics/da/ships/versant/diableavionics_versant_shieldLeft.png -> graphics/DRA/ships/versant/diableavionics_versant_shieldLeft.png
diableavionics_twilightsworn_versant_shield_LEFT,twilightsworn,diableavionics_versant_shield_LEFT,graphics/da/ships/versant/diableavionics_versant_shieldLeft.png -> graphics/twilightsworn/ships/versant/diableavionics_versant_shieldLeft.png
diableavionics_lilium_versant_shield_LEFT,lilium,diableavionics_versant_shield_LEFT,graphics/da/ships/versant/diableavionics_versant_shieldLeft.png -> graphics/lilium/ships/versant/diableavionics_versant_shieldLeft.png
diableavionics_navy_versant_shield_LEFT,navy,diableavionics_versant_shield_LEFT,graphics/da/ships/versant/diableavionics_versant_shieldLeft.png -> graphics/navy/ships/versant/diableavionics_versant_shieldLeft.png
diableavionics_ornate_versant_shield_LEFT,ornate,diableavionics_versant_shield_LEFT,graphics/da/ships/versant/diableavionics_versant_shieldLeft.png -> graphics/ornate/ships/versant/diableavionics_versant_shieldLeft.png
diableavionics_rosenritter_versant_shield_LEFT,rosenritter,diableavionics_versant_shield_LEFT,graphics/da/ships/versant/diableavionics_versant_shieldLeft.png -> graphics/rosenritter/ships/versant/diableavionics_versant_shieldLeft.png
diableavionics_royalblue_versant_shield_LEFT,royalblue,diableavionics_versant_shield_LEFT,graphics/da/ships/versant/diableavionics_versant_shieldLeft.png -> graphics/royalblue/ships/versant/diableavionics_versant_shieldLeft.png
diableavionics_snowblast_versant_shield_LEFT,snowblast,diableavionics_versant_shield_LEFT,graphics/da/ships/versant/diableavionics_versant_shieldLeft.png -> graphics/snowblast/ships/versant/diableavionics_versant_shieldLeft.png
diableavionics_stripeless_versant_shield_LEFT,stripeless,diableavionics_versant_shield_LEFT,graphics/da/ships/versant/diableavionics_versant_shieldLeft.png -> graphics/stripeless/ships/versant/diableavionics_versant_shieldLeft.png
diableavionics_sunrise_versant_shield_LEFT,sunrise,diableavionics_versant_shield_LEFT,graphics/da/ships/versant/diableavionics_versant_shieldLeft.png -> graphics/sunrise/ships/versant/diableavionics_versant_shieldLeft.png
diableavionics_battlehardened_versant_shield_RIGHT,battlehardened,diableavionics_versant_shield_RIGHT,graphics/da/ships/versant/diableavionics_versant_shieldRight.png -> graphics/battlehardened/ships/versant/diableavionics_versant_shieldRight.png
diableavionics_battleworn_versant_shield_RIGHT,battleworn,diableavionics_versant_shield_RIGHT,graphics/da/ships/versant/diableavionics_versant_shieldRight.png -> graphics/battleworn/ships/versant/diableavionics_versant_shieldRight.png
diableavionics_dra_versant_shield_RIGHT,DRA,diableavionics_versant_shield_RIGHT,graphics/da/ships/versant/diableavionics_versant_shieldRight.png -> graphics/DRA/ships/versant/diableavionics_versant_shieldRight.png
diableavionics_twilightsworn_versant_shield_RIGHT,twilightsworn,diableavionics_versant_shield_RIGHT,graphics/da/ships/versant/diableavionics_versant_shieldRight.png -> graphics/twilightsworn/ships/versant/diableavionics_versant_shieldRight.png
diableavionics_lilium_versant_shield_RIGHT,lilium,diableavionics_versant_shield_RIGHT,graphics/da/ships/versant/diableavionics_versant_shieldRight.png -> graphics/lilium/ships/versant/diableavionics_versant_shieldRight.png
diableavionics_navy_versant_shield_RIGHT,navy,diableavionics_versant_shield_RIGHT,graphics/da/ships/versant/diableavionics_versant_shieldRight.png -> graphics/navy/ships/versant/diableavionics_versant_shieldRight.png
diableavionics_ornate_versant_shield_RIGHT,ornate,diableavionics_versant_shield_RIGHT,graphics/da/ships/versant/diableavionics_versant_shieldRight.png -> graphics/ornate/ships/versant/diableavionics_versant_shieldRight.png
diableavionics_rosenritter_versant_shield_RIGHT,rosenritter,diableavionics_versant_shield_RIGHT,graphics/da/ships/versant/diableavionics_versant_shieldRight.png -> graphics/rosenritter/ships/versant/diableavionics_versant_shieldRight.png
diableavionics_royalblue_versant_shield_RIGHT,royalblue,diableavionics_versant_shield_RIGHT,graphics/da/ships/versant/diableavionics_versant_shieldRight.png -> graphics/royalblue/ships/versant/diableavionics_versant_shieldRight.png
diableavionics_snowblast_versant_shield_RIGHT,snowblast,diableavionics_versant_shield_RIGHT,graphics/da/ships/versant/diableavionics_versant_shieldRight.png -> graphics/snowblast/ships/versant/diableavionics_versant_shieldRight.png
diableavionics_stripeless_versant_shield_RIGHT,stripeless,diableavionics_versant_shield_RIGHT,graphics/da/ships/versant/diableavionics_versant_shieldRight.png -> graphics/stripeless/ships/versant/diableavionics_versant_shieldRight.png
diableavionics_sunrise_versant_shield_RIGHT,sunrise,diableavionics_versant_shield_RIGHT,graphics/da/ships/versant/diableavionics_versant_shieldRight.png -> graphics/sunrise/ships/versant/diableavionics_versant_shieldRight.png
diableavionics_battlehardened_versant_slots,battlehardened,diableavionics_versant_slots,graphics/da/ships/versant/diableavionics_versant_slots.png -> graphics/battlehardened/ships/versant/diableavionics_versant_slots.png
diableavionics_battleworn_versant_slots,battleworn,diableavionics_versant_slots,graphics/da/ships/versant/diableavionics_versant_slots.png -> graphics/battleworn/ships/versant/diableavionics_versant_slots.png
diableavionics_dra_versant_slots,DRA,diableavionics_versant_slots,graphics/da/ships/versant/diableavionics_versant_slots.png -> graphics/DRA/ships/versant/diableavionics_versant_slots.png
diableavionics_lilium_versant_slots,lilium,diableavionics_versant_slots,graphics/da/ships/versant/diableavionics_versant_slots.png -> graphics/lilium/ships/versant/diableavionics_versant_slots.png
diableavionics_navy_versant_slots,navy,diableavionics_versant_slots,graphics/da/ships/versant/diableavionics_versant_slots.png -> graphics/navy/ships/versant/diableavionics_versant_slots.png
diableavionics_ornate_versant_slots,ornate,diableavionics_versant_slots,graphics/da/ships/versant/diableavionics_versant_slots.png -> graphics/ornate/ships/versant/diableavionics_versant_slots.png
diableavionics_rosenritter_versant_slots,rosenritter,diableavionics_versant_slots,graphics/da/ships/versant/diableavionics_versant_slots.png -> graphics/rosenritter/ships/versant/diableavionics_versant_slots.png
diableavionics_royalblue_versant_slots,royalblue,diableavionics_versant_slots,graphics/da/ships/versant/diableavionics_versant_slots.png -> graphics/royalblue/ships/versant/diableavionics_versant_slots.png
diableavionics_snowblast_versant_slots,snowblast,diableavionics_versant_slots,graphics/da/ships/versant/diableavionics_versant_slots.png -> graphics/snowblast/ships/versant/diableavionics_versant_slots.png
diableavionics_stripeless_versant_slots,stripeless,diableavionics_versant_slots,graphics/da/ships/versant/diableavionics_versant_slots.png -> graphics/stripeless/ships/versant/diableavionics_versant_slots.png
diableavionics_sunrise_versant_slots,sunrise,diableavionics_versant_slots,graphics/da/ships/versant/diableavionics_versant_slots.png -> graphics/sunrise/ships/versant/diableavionics_versant_slots.png
diableavionics_dra_wanzerArm,DRA,diableavionics_wanzerArm,graphics/da/weapons/diableavionics_wanzerArm.png -> graphics/DRA/weapons/diableavionics_wanzerArm.png
diableavionics_lilium_wanzerArm,lilium,diableavionics_wanzerArm,graphics/da/weapons/diableavionics_wanzerArm.png -> graphics/lilium/weapons/diableavionics_wanzerArm.png
diableavionics_ornate_wanzerArm,ornate,diableavionics_wanzerArm,graphics/da/weapons/diableavionics_wanzerArm.png -> graphics/ornate/weapons/diableavionics_wanzerArm.png
diableavionics_royalblue_wanzerArm,royalblue,diableavionics_wanzerArm,graphics/da/weapons/diableavionics_wanzerArm.png -> graphics/royalblue/weapons/diableavionics_wanzerArm.png
diableavionics_snowblast_wanzerArm,snowblast,diableavionics_wanzerArm,graphics/da/weapons/diableavionics_wanzerArm.png -> graphics/snowblast/weapons/diableavionics_wanzerArm.png
diableavionics_sunrise_wanzerArm,sunrise,diableavionics_wanzerArm,graphics/da/weapons/diableavionics_wanzerArm.png -> graphics/sunrise/weapons/diableavionics_wanzerArm.png
diableavionics_dra_warlustgun,DRA,diableavionics_warlustgun,"graphics/da/ships/warlust/diableavionics_warlust_gun.png -> graphics/DRA/ships/warlust/diableavionics_warlust_gun.png, graphics/da/ships/warlust/diableavionics_warlust_recoil.png -> graphics/DRA/ships/warlust/diableavionics_warlust_recoil.png"
diableavionics_lilium_warlustgun,lilium,diableavionics_warlustgun,"graphics/da/ships/warlust/diableavionics_warlust_gun.png -> graphics/lilium/ships/warlust/diableavionics_warlust_gun.png, graphics/da/ships/warlust/diableavionics_warlust_recoil.png -> graphics/lilium/ships/warlust/diableavionics_warlust_recoil.png"
diableavionics_ornate_warlustgun,ornate,diableavionics_warlustgun,"graphics/da/ships/warlust/diableavionics_warlust_gun.png -> graphics/ornate/ships/warlust/diableavionics_warlust_gun.png, graphics/da/ships/warlust/diableavionics_warlust_recoil.png -> graphics/ornate/ships/warlust/diableavionics_warlust_recoil.png"
diableavionics_royalblue_warlustgun,royalblue,diableavionics_warlustgun,"graphics/da/ships/warlust/diableavionics_warlust_gun.png -> graphics/royalblue/ships/warlust/diableavionics_warlust_gun.png, graphics/da/ships/warlust/diableavionics_warlust_recoil.png -> graphics/royalblue/ships/warlust/diableavionics_warlust_recoil.png"
diableavionics_snowblast_warlustgun,snowblast,diableavionics_warlustgun,"graphics/da/ships/warlust/diableavionics_warlust_gun.png -> graphics/snowblast/ships/warlust/diableavionics_warlust_gun.png, graphics/da/ships/warlust/diableavionics_warlust_recoil.png -> graphics/snowblast/ships/warlust/diableavionics_warlust_recoil.png"
diableavionics_sunrise_warlustgun,sunrise,diableavionics_warlustgun,"graphics/da/ships/warlust/diableavionics_warlust_gun.png -> graphics/sunrise/ships/warlust/diableavionics_warlust_gun.png, graphics/da/ships/warlust/diableavionics_warlust_recoil.png -> graphics/sunrise/ships/warlust/diableavionics_warlust_recoil.png"
diableavionics_dra_warlusthead,DRA,diableavionics_warlusthead,graphics/da/ships/warlust/diableavionics_warlust_head.png -> graphics/DRA/ships/warlust/diableavionics_warlust_head.png
